Tweet,FINAL LABEL,Tweet_Preprocess,Tweet_New
"ã…¤ã…¤

â€”alasan keterlambatan bus. 

Hanya ada segelintir orang disana. Banyak yang putuskan tuk akhirnya memesan layanan transportasi daring setelah tak sabar menunggu datangnya bus. 

Hingga rungu menangkap sebuah suara, pertanyaannya dari seorang wira disampingnyaâ€”ã…¤ã…¤

ã…¤",0.0,"['', '', '', 'alas', 'lambat', 'bus', 'gelintir', 'orang', 'sana', 'putus', 'tuk', 'mes', 'layan', 'transportasi', 'daring', 'sabar', 'tunggu', 'datang', 'bus', 'rungu', 'tangkap', 'suara', 'tanya', 'wira', 'samping', '', '', '']",alas lambat bus gelintir orang sana putus tuk mes layan transportasi daring sabar tunggu datang bus rungu tangkap suara tanya wira samping
Besok harusnya daring tapi harus berangkat cuz this fckn practical exam ðŸ¥²,-1.0,"['besok', 'daring', 'berangkat', 'cuz', 'this', 'fckn', 'practical', 'exam', '']",besok daring berangkat cuz this fckn practical exam
@TxtdariHI kayaknya keren kalo ada didirikan pramoedya institute dengan tujuan seperti goethe institute-nya jerman,0.0,"['kayak', 'keren', 'kalo', 'diri', 'pramoedya', 'institute', 'tuju', 'goethe', 'institutenya', 'jerman']",kayak keren kalo diri pramoedya institute tuju goethe institutenya jerman
@TxtdariHI btw indonesia punya lembaga buat diplomasi budaya dan bahasa macam goethe institute-nya jerman atau confucius institute-nya tiongkok gak ya?,0.0,"['btw', 'indonesia', 'lembaga', 'diplomasi', 'budaya', 'bahasa', 'goethe', 'institutenya', 'jerman', 'confucius', 'institutenya', 'tiongkok', 'gak', 'ya']",btw indonesia lembaga diplomasi budaya bahasa goethe institutenya jerman confucius institutenya tiongkok gak ya
"@dopedeadz @diemujelek nuduh orang lain perompak tapi di negerinya sendiri kebanyakan orang pada pake b. inggris, emang gak ada malu nih orang",0.0,"['nuduh', 'orang', 'perompak', 'negeri', 'banyak', 'orang', 'pake', 'b', 'inggris', 'emang', 'gak', 'malu', 'nih', 'orang']",nuduh orang perompak negeri banyak orang pake b inggris emang gak malu nih orang
pose murid teladan foto absen daring https://t.co/QlmK4LZ3Df,1.0,"['pose', 'murid', 'teladan', 'foto', 'absen', 'daring']",pose murid teladan foto absen daring
"Kalau aku yang kerja jadi mitra ojek daring tersebut, sudah pasti aku neguk liur ahahahaha bayangkan aja waktunya sekitar 10 menit menjelang adzan maghrib, momen-momen kritis ðŸ¤£

Ini tentang bagaimana kita menumbuhkan simpati. Selain simpati, pastikan juga ibadah kita sudah kuat.",0.0,"['kerja', 'mitra', 'ojek', 'daring', 'neguk', 'liur', 'ahahahaha', 'bayang', 'aja', 'menit', 'jelang', 'adzan', 'maghrib', 'momenmomen', 'kritis', '', 'tumbuh', 'simpati', 'simpati', 'pasti', 'ibadah', 'kuat']",kerja mitra ojek daring neguk liur ahahahaha bayang aja menit jelang adzan maghrib momenmomen kritis tumbuh simpati simpati pasti ibadah kuat
"Kemarin sebelum waktu berbuka puasa, aku antri beli martabak ke outletnya langsung dan lihat mitra ojek daring yang menunggu pesanan aplikasinya. Dalam hatiku aku berpikir jika seandainya pengemudi ini Muslim, berarti dia pesan makanan enak untuk konsumen dalam keadaan dia lapar.",0.0,"['kemarin', 'buka', 'puasa', 'antri', 'beli', 'martabak', 'outletnya', 'langsung', 'lihat', 'mitra', 'ojek', 'daring', 'tunggu', 'pesan', 'aplikasi', 'hati', 'pikir', 'anda', 'kemudi', 'muslim', 'pesan', 'makan', 'enak', 'konsumen', 'lapar']",kemarin buka puasa antri beli martabak outletnya langsung lihat mitra ojek daring tunggu pesan aplikasi hati pikir anda kemudi muslim pesan makan enak konsumen lapar
"@Khairowazir @HamidMirPAK Saleem Safi k barey mey tho kuch nahi keh sakta. Lekn jaha tak meri study aur experience hai, Hamid Mir har hukumat k against chalta hai. Wahi leader jab opposition mey hota hai tho uss ka sathi banta hai. Aur mey iss ko daring journalism kehta ho.",0.0,"['saleem', 'safi', 'k', 'barey', 'mey', 'tho', 'kuch', 'nahi', 'keh', 'sakta', 'lekn', 'jaha', 'meri', 'study', 'aur', 'experience', 'hai', 'hamid', 'mir', 'har', 'hukumat', 'k', 'against', 'chalta', 'hai', 'wah', 'leader', 'jab', 'opposition', 'mey', 'hota', 'hai', 'tho', 'uss', 'ka', 'sathi', 'banta', 'hai', 'aur', 'mey', 'iss', 'ko', 'daring', 'journalism', 'kehta', 'ho']",saleem safi k barey mey tho kuch nahi keh sakta lekn jaha meri study aur experience hai hamid mir har hukumat k against chalta hai wah leader jab opposition mey hota hai tho uss ka sathi banta hai aur mey iss ko daring journalism kehta ho
"Rapat Evaluasi Hasil Ring Test E-coli Th 2021 yg diselenggarakan oleh @PUSAT_SSK_BKIPM dan diikuti oleh Manajer Teknis, Deputi Manajer Teknis, dan PJ Lab. Bakteri @bkipmbjm secara daring.

#KKPGOID
#KKPAccelerate
#MenteriKKP

@kkpgoid
@bkipm_kkp
@harimaryadi651
@hafitrahman140 https://t.co/iQJPRZ10D2",0.0,"['rapat', 'evaluasi', 'hasil', 'ring', 'test', 'ecoli', 'th', 'yg', 'selenggara', 'sskbkipm', 'ikut', 'manajer', 'teknis', 'deputi', 'manajer', 'teknis', 'pj', 'lab', 'bakteri', 'daring', 'kkp']",rapat evaluasi hasil ring test ecoli th yg selenggara sskbkipm ikut manajer teknis deputi manajer teknis pj lab bakteri daring kkp
"Memberi kepada homeless itu karena kita bersyukur kita semua masih sama-sama hidup &amp; masih sama-sama bernapas, mereka tempat kita merefleksikan diri. Memberi kepada mitra ojek daring sebab kita mengapresiasi jerih lelah mereka di jalan; mungkin saja disaat yang sama mereka lapar.",0.0,"['homeless', 'syukur', 'samasama', 'hidup', 'amp', 'samasama', 'napas', 'refleksi', 'mitra', 'ojek', 'daring', 'apresiasi', 'jerih', 'lelah', 'jalan', 'saat', 'lapar']",homeless syukur samasama hidup amp samasama napas refleksi mitra ojek daring apresiasi jerih lelah jalan saat lapar
"@convomfs belum, 0% malah daring mulu",-1.0,"['daring', 'mulu']",daring mulu
"Bawaslu Provinsi Jambi mengadakan diskusi daring dan mengundang saudara/saudari untuk berpartisipasi dalam kegiatan di maksud

ðŸ“’ *Tema*
*Self Improvement Bagi Penyelenggara Pemilu Dalam Menghadapi Reformasi Rirokrasi*

ðŸ—“ Kamis,  7 April 2022 
â° 09:00 WIB s.d Selesai https://t.co/Ka2XEDoE4z",0.0,"['bawaslu', 'provinsi', 'jambi', 'ada', 'diskusi', 'daring', 'undang', 'saudarasaudari', 'partisipasi', 'giat', 'maksud', '', '', '', 'tema', 'self', 'improvement', 'selenggara', 'milu', 'hadap', 'reformasi', 'rirokrasi', '', '', 'kamis', 'april', '', 'wib', 'sd', 'selesai']",bawaslu provinsi jambi ada diskusi daring undang saudarasaudari partisipasi giat maksud tema self improvement selenggara milu hadap reformasi rirokrasi kamis april wib sd selesai
like sa gasi dirumah aj gtu daring kan kl offline gwehj cape jdbshsbshssbsbsnsn,1.0,"['like', 'sa', 'gas', 'rumah', 'aj', 'gtu', 'daring', 'kl', 'offline', 'gwehj', 'cape', 'jdbshsbshssbsbsnsn']",like sa gas rumah aj gtu daring kl offline gwehj cape jdbshsbshssbsbsnsn
"RT @KPU_ID: Turut hadir Deputi Bidang Dukungan Teknis Setjen KPU RI Eberta Kawima dan Plt Kapusdatin Andre Putra Hermawan, serta secara darâ€¦",0.0,"['id', 'hadir', 'deputi', 'bidang', 'dukung', 'teknis', 'setjen', 'kpu', 'ri', 'eberta', 'kawima', 'plt', 'kapusdatin', 'andre', 'putra', 'hermawan', 'dar']",id hadir deputi bidang dukung teknis setjen kpu ri eberta kawima plt kapusdatin andre putra hermawan dar
Ini gmn ya aku kalo ptm 100% kurang fokus sedangkan kalo daring malah fokus ðŸ˜­â˜,1.0,"['gmn', 'ya', 'kalo', 'ptm', 'fokus', 'kalo', 'daring', 'fokus', '']",gmn ya kalo ptm fokus kalo daring fokus
mau daring aja,1.0,"['daring', 'aja']",daring aja
"Selain aplikasi pembuat PDF, apa lagi yang bisa dibawa ke perambah untuk bisnis daring? ðŸ¤” https://t.co/HZQO7N6Ify",0.0,"['aplikasi', 'buat', 'pdf', 'bawa', 'ambah', 'bisnis', 'daring', '', '']",aplikasi buat pdf bawa ambah bisnis daring
modelan begini mana ada di kampus njir [dampak daring] https://t.co/uIWOTBQ5WZ,-1.0,"['model', 'kampus', 'njir', 'dampak', 'daring']",model kampus njir dampak daring
"Beredar tangkapan layar berita daring yang judulnya menarasikan Menteri Agama @Ansor_Satu   menyebut haji tahun 2022 dibatalkan, dan dananya digunakan terlebih dahulu untuk pembangunan Ibu Kota Negara (IKN) baru. Benarkah hal tersebut?

CEK FAKTANYA DI:
https://t.co/f8MSjoDy5L https://t.co/Q07o5qYUOI",0.0,"['edar', 'tangkap', 'layar', 'berita', 'daring', 'judul', 'narasi', 'menteri', 'agama', 'sebut', 'haji', 'batal', 'dana', 'bangun', 'kota', 'negara', 'ikn', 'cek', 'fakta']",edar tangkap layar berita daring judul narasi menteri agama sebut haji batal dana bangun kota negara ikn cek fakta
tapi daring,0.0,['daring'],daring
"@collegemenfess Semester 4, awal2 belajar daring",0.0,"['semester', 'ajar', 'daring']",semester ajar daring
besok daring yeay,1.0,"['besok', 'daring', 'yeay']",besok daring yeay
"Selasa (5/4), Pengelola anggaran di PPN Pekalongan secara daring mengikuti Sosialisasi Persiapan Migrasi Data ke Aplikasi SAKTI yang diselenggarakan oleh KPPN Pekalongan.

#KKPAccelerate 
#asnberakhlak 
#banggamelayanibangsa 
#ppnpekalongankamibisa 
@djpt_kkp @KoermaO https://t.co/qkMl9N2fYp",0.0,"['selasa', 'kelola', 'anggar', 'ppn', 'kalong', 'daring', 'ikut', 'sosialisasi', 'siap', 'migrasi', 'data', 'aplikasi', 'sakti', 'selenggara', 'kppn', 'kalong', 'kkp']",selasa kelola anggar ppn kalong daring ikut sosialisasi siap migrasi data aplikasi sakti selenggara kppn kalong kkp
"RT @imigrasi_pati: Sobat Mido, Kamis (31/03/2022) kantor imigrasi kelas I Non TPI Pati mengikuti kegiatan sosialisasi Tata Nilai BerAKHLAKâ€¦",0.0,"['pati', 'sobat', 'mido', 'kamis', 'kantor', 'imigrasi', 'kelas', 'i', 'non', 'tpi', 'pati', 'ikut', 'giat', 'sosialisasi', 'tata', 'nilai', 'akhlak']",pati sobat mido kamis kantor imigrasi kelas i non tpi pati ikut giat sosialisasi tata nilai akhlak
"@schfess 6 sd, 10, 11, 12 nya gak asik karna daring",-1.0,"['sd', 'nya', 'gak', 'asik', 'karna', 'daring']",sd nya gak asik karna daring
"@chanduajun udh daring :( , u too yaa â¤ï¸",0.0,"['udh', 'daring', 'u', 'too', 'yaa', '']",udh daring u too yaa
"RT muhammadiyah ""Pengajian Ramadan 1443 H Pimpinan Pusat Muhammadiyah

Diselenggarakan secara daring dan luring (blended) yang diikuti oleh Pimpinan Wilayah dan Daerah Muhammadiyah-'Aisyiyah se-Indonesia, PCIM se-dunia, Majelis dan Lembaga PP Muhammaâ€¦ https://t.co/VaB9TOkZZb""",0.0,"['muhammadiyah', 'aji', 'ramadan', 'h', 'pimpin', 'pusat', 'muhammadiyah', 'selenggara', 'daring', 'luring', 'blended', 'ikut', 'pimpin', 'wilayah', 'daerah', 'muhammadiyahaisyiyah', 'indonesia', 'pcim', 'dunia', 'majelis', 'lembaga', 'pp', 'muhamma']",muhammadiyah aji ramadan h pimpin pusat muhammadiyah selenggara daring luring blended ikut pimpin wilayah daerah muhammadiyahaisyiyah indonesia pcim dunia majelis lembaga pp muhamma
@lojgnbct w sempet mau botak dulu ram kalo tau daring corona ampe 2 tahun gini,0.0,"['w', 'sempet', 'botak', 'ram', 'kalo', 'tau', 'daring', 'corona', 'ampe', 'gin']",w sempet botak ram kalo tau daring corona ampe gin
Daring la wey nak balas tembak dgn polis mmg arwah la.. konpem penjenayah tegar ni https://t.co/2fDzDgK8wJ,0.0,"['daring', 'la', 'wey', 'nak', 'balas', 'tembak', 'dgn', 'polis', 'mmg', 'arwah', 'la', 'konpem', 'jenayah', 'tegar', 'ni']",daring la wey nak balas tembak dgn polis mmg arwah la konpem jenayah tegar ni
Masih berharap ada SE dekan buat full daring kuliah + praktikum dari sebelum lebaran sampe setelah lebaran :â€™)),1.0,"['harap', 'dekan', 'full', 'daring', 'kuliah', 'praktikum', 'lebaran', 'sampe', 'lebaran', '']",harap dekan full daring kuliah praktikum lebaran sampe lebaran
pelatihannya daring*,0.0,"['latih', 'daring']",latih daring
"Alhamdulillah gw udh pelatihan k word,,, soalnya yg skrg pelatihan daring ðŸ˜­ðŸ˜­ðŸ˜­",1.0,"['alhamdulillah', 'gw', 'udh', 'latih', 'k', 'word', 'yg', 'skrg', 'latih', 'daring', '']",alhamdulillah gw udh latih k word yg skrg latih daring
9. jam 07.00(mulai daring) https://t.co/l0BnZAnHFi,0.0,"['jam', 'daring']",jam daring
"setelah sekian lama dilakukan secara daring, ia masih menyempatkan sedikit waktu untuk mendampingi para lansia dalam berobat di rumah sakit terdekat. 

Karen hal itu, perlu lebih banyak Binar-Binar lain yang tetap peduli kepada lansia, jika bukan anak muda sebagai penerus.",0.0,"['sekian', 'daring', 'sempat', 'damping', 'lansia', 'obat', 'rumah', 'sakit', 'dekat', 'karen', 'binarbinar', 'peduli', 'lansia', 'anak', 'muda', 'terus']",sekian daring sempat damping lansia obat rumah sakit dekat karen binarbinar peduli lansia anak muda terus
RT @rajeshkoul77: @SajidaNain Daring Sajida. Without burqa ... It is dangerous to be in western dress in Kashmir ..,0.0,"['daring', 'sajida', 'without', 'burqa', 'it', 'is', 'dangerous', 'to', 'be', 'in', 'western', 'dress', 'in', 'kashmir']",daring sajida without burqa it is dangerous to be in western dress in kashmir
"RT @sherwilliez: yoohankim #orv lokal au

- daily life yoohankim daring dan berpuasa selama ramadhan https://t.co/6UawvtIz3O",0.0,"['yoohankim', 'lokal', 'au', 'daily', 'life', 'yoohankim', 'daring', 'puasa', 'ramadhan']",yoohankim lokal au daily life yoohankim daring puasa ramadhan
"tapi badan gue sakit semuaðŸ˜­
beneran gue daring aja tadi ga kuatðŸ˜­
udah gtu blm lagi mak gue yang sama aja rewel nyaðŸ˜­ gue capek ðŸ˜­",-1.0,"['badan', 'gue', 'sakit', 'semua', 'beneran', 'gue', 'daring', 'aja', 'ga', 'kuat', 'udah', 'gtu', 'blm', 'mak', 'gue', 'aja', 'rewel', 'nya', 'gue', 'capek', '']",badan gue sakit semua beneran gue daring aja ga kuat udah gtu blm mak gue aja rewel nya gue capek
"RT @KPU_ID: Selain Ilham, hadir sebagai keynote speaker Menteri Dalam Negeri, Muhammad Tito Karnavian, Menteri Koordinator Perekonomian, Aiâ€¦",0.0,"['id', 'ilham', 'hadir', 'keynote', 'speaker', 'menteri', 'negeri', 'muhammad', 'tito', 'karnavian', 'menteri', 'koordinator', 'ekonomi', 'ai']",id ilham hadir keynote speaker menteri negeri muhammad tito karnavian menteri koordinator ekonomi ai
"@schfess kelas 7 sih berkesan, soalnya kelas 8 full daring",-1.0,"['kelas', 'sih', 'kesan', 'kelas', 'full', 'daring']",kelas sih kesan kelas full daring
"@glicxter Wahhh masih daring ya, semangat kuliahnya kak Sha!!! Semoga lancar semua urusannya~",1.0,"['wahhh', 'daring', 'ya', 'semangat', 'kuliah', 'kak', 'sha', 'moga', 'lancar', 'urus']",wahhh daring ya semangat kuliah kak sha moga lancar urus
"RT @malut_kumham: Pembukaan Orientasi dan Apel Pagi Pegawai Serentak, Kanwil Kemenkumham Malut Ikuti Secara Daring

https://t.co/41dyiIgfTgâ€¦",0.0,"['kumham', 'buka', 'orientasi', 'apel', 'pagi', 'pegawai', 'serentak', 'kanwil', 'kemenkumham', 'malut', 'ikut', 'daring']",kumham buka orientasi apel pagi pegawai serentak kanwil kemenkumham malut ikut daring
@schfess mau jawab kls 11 tp pas kls 11 gue full daringðŸ™‚,-1.0,"['kls', 'tp', 'pas', 'kls', 'gue', 'full', 'daring']",kls tp pas kls gue full daring
"dia pas daring: ðŸ˜ƒðŸ˜†ðŸ¤—ðŸ¥°ðŸ« ðŸ˜»
dia pas offline: ðŸ¤«ðŸ«¥ðŸ˜¡ðŸ¤¬ðŸ˜•ðŸ¤",1.0,"['pas', 'daring', '', '', '', '', 'pas', 'offline', '', '', '', '', '']",pas daring pas offline
@schfess Gatau ngerasa biasa aja gara2 daring mulu ga ada kelas yg terasa indah,-1.0,"['gatau', 'ngerasa', 'aja', 'gara', 'daring', 'mulu', 'ga', 'kelas', 'yg', 'indah']",gatau ngerasa aja gara daring mulu ga kelas yg indah
"Assalamualaikum Wr. Wb kami dari PKBM  NURRISEF menawarkan program wajib 12 tahun sesuai tingkat jenjang pendidikan kesetaraan, untuk kegiatan pembelajaran fleksible, dan pembelajaran melalui tatap muka/daring. https://t.co/wfE3Zay0ig",0.0,"['assalamualaikum', 'wr', 'wb', 'pkbm', 'nurrisef', 'tawar', 'program', 'wajib', 'sesuai', 'tingkat', 'jenjang', 'didik', 'tara', 'giat', 'ajar', 'fleksible', 'ajar', 'tatap', 'mukadaring']",assalamualaikum wr wb pkbm nurrisef tawar program wajib sesuai tingkat jenjang didik tara giat ajar fleksible ajar tatap mukadaring
"daring since 2017, ga punya foto berdua yg bagus. sebuah krisis https://t.co/EpQaDBXvyx",-1.0,"['daring', 'since', 'ga', 'foto', 'dua', 'yg', 'bagus', 'krisis']",daring since ga foto dua yg bagus krisis
RT @DitjenPRL: Kami mengundang #SahabatBahari untuk berpartisipasi secara daring pada Sosialisasi Kegiatan Pemanfaatan Ruang Laut yang diseâ€¦,0.0,"['undang', 'partisipasi', 'daring', 'sosialisasi', 'giat', 'manfaat', 'ruang', 'laut', 'dise']",undang partisipasi daring sosialisasi giat manfaat ruang laut dise
"Kami mengundang #SahabatBahari untuk berpartisipasi secara daring pada Sosialisasi Kegiatan Pemanfaatan Ruang Laut yang diselenggarakan oleh @lpsplserang.

ðŸ“… Rabu, 6 April 2022
â° 8.00 WIB
ðŸ”— Registrasi di https://t.co/9NV9mtI8MD
atau saksikan live di YouTube LPSPL Serang. https://t.co/zSqpQkr26C",0.0,"['undang', 'partisipasi', 'daring', 'sosialisasi', 'giat', 'manfaat', 'ruang', 'laut', 'selenggara', '', '', '', 'rabu', 'april', '', 'wib', '', '', '', 'registrasi', 'saksi', 'live', 'youtube', 'lpspl', 'serang']",undang partisipasi daring sosialisasi giat manfaat ruang laut selenggara rabu april wib registrasi saksi live youtube lpspl serang
"#TemanPemilih  Selasa 5 April 2022, Sekretariat KPU Kabupaten Poso mengikuti kegiatan Konferensi Nasional Tata Kelola Pemilu dengan tema ""Meneropong Pemilu dan Pilkada Serentak 2024: Peluang dan Tantangan dan Memperkuat Demokrasi"" yang diselenggarakan secara Daring oleh KPU RI. https://t.co/63oUpHbsqB",0.0,"['selasa', 'april', 'sekretariat', 'kpu', 'kabupaten', 'poso', 'ikut', 'giat', 'konferensi', 'nasional', 'tata', 'kelola', 'milu', 'tema', 'teropong', 'milu', 'pilkada', 'serentak', 'peluang', 'tantang', 'kuat', 'demokrasi', 'selenggara', 'daring', 'kpu', 'ri']",selasa april sekretariat kpu kabupaten poso ikut giat konferensi nasional tata kelola milu tema teropong milu pilkada serentak peluang tantang kuat demokrasi selenggara daring kpu ri
"@convomf Gua dlu crushin cwo jarang chat, no ada save krna dlu pas bgt kita stu les dan kita hrs daring seles jdi slg save no wa, tpi chat jarang itupun dia yg mulai bkn guaðŸ˜‚ krna gk ad topik gua cuy",0.0,"['gua', 'dlu', 'crushin', 'cwo', 'jarang', 'chat', 'no', 'save', 'krna', 'dlu', 'pas', 'bgt', 'stu', 'les', 'hrs', 'daring', 'les', 'jdi', 'slg', 'save', 'no', 'wa', 'tpi', 'chat', 'jarang', 'itu', 'yg', 'bkn', 'gua', 'krna', 'gk', 'ad', 'topik', 'gua', 'cuy']",gua dlu crushin cwo jarang chat no save krna dlu pas bgt stu les hrs daring les jdi slg save no wa tpi chat jarang itu yg bkn gua krna gk ad topik gua cuy
"@ridho_teluk @UBMalaysia oalah, maaf bang saya tdk tau",0.0,"['teluk', 'oalah', 'maaf', 'bang', 'tdk', 'tau']",teluk oalah maaf bang tdk tau
"Pengajian Ramadan 1443 H Pimpinan Pusat Muhammadiyah

Diselenggarakan secara daring dan luring (blended) yang diikuti oleh Pimpinan Wilayah dan Daerah Muhammadiyah-'Aisyiyah se-Indonesia, PCIM se-dunia, Majelis dan Lembaga PP Muhammadiyah, serta Ortom tingkat Pusat.
#Ramadan https://t.co/mImcZW0Kun",0.0,"['aji', 'ramadan', 'h', 'pimpin', 'pusat', 'muhammadiyah', 'selenggara', 'daring', 'luring', 'blended', 'ikut', 'pimpin', 'wilayah', 'daerah', 'muhammadiyahaisyiyah', 'indonesia', 'pcim', 'dunia', 'majelis', 'lembaga', 'pp', 'muhammadiyah', 'ortom', 'tingkat', 'pusat']",aji ramadan h pimpin pusat muhammadiyah selenggara daring luring blended ikut pimpin wilayah daerah muhammadiyahaisyiyah indonesia pcim dunia majelis lembaga pp muhammadiyah ortom tingkat pusat
"Belajar UTBK Daring anti Garing
https://t.co/CdfnWVZK24",0.0,"['ajar', 'utbk', 'daring', 'anti', 'garing']",ajar utbk daring anti garing
"Hai #TemanPemilih, jajaran KPU Kab. Konawe Utara mengikuti Konferensi Nasional Tata Kelola Pemilu dengan topik: Meneropong Pemilu dan Pilkada Serantak 2024:Peluang dan Tantangan dalam Memperkuat Demokrasi, diselenggarakan oleh KPU RI secara Luring maupun Daring. Selasa, 5/4/2022 https://t.co/GDKtEvCIS5",0.0,"['hai', 'jajar', 'kpu', 'kab', 'konawe', 'utara', 'ikut', 'konferensi', 'nasional', 'tata', 'kelola', 'milu', 'topik', 'teropong', 'milu', 'pilkada', 'serantak', 'peluang', 'tantang', 'kuat', 'demokrasi', 'selenggara', 'kpu', 'ri', 'luring', 'daring', 'selasa']",hai jajar kpu kab konawe utara ikut konferensi nasional tata kelola milu topik teropong milu pilkada serantak peluang tantang kuat demokrasi selenggara kpu ri luring daring selasa
@schfess SMP kelas 8 harusnya kelas 11 iya tp malah daringðŸ˜”,-1.0,"['smp', 'kelas', 'kelas', 'iya', 'tp', 'daring', '']",smp kelas kelas iya tp daring
"RT muhammadiyah ""Pengajian Ramadan 1443 H Pimpinam Pusat Muhammadiyah

Diselenggarakan secara daring dan luring (blended) yang diikiti oleh Pimpinan Wilayah dan Daerah Muhammadiyah-'Aisyiyah se-Indonesia, PCIM se-dunia, Majelis dan Lembaga PP Muhammaâ€¦ https://t.co/hi4qJsANYG""",0.0,"['muhammadiyah', 'aji', 'ramadan', 'h', 'pimpinam', 'pusat', 'muhammadiyah', 'selenggara', 'daring', 'luring', 'blended', 'diikiti', 'pimpin', 'wilayah', 'daerah', 'muhammadiyahaisyiyah', 'indonesia', 'pcim', 'dunia', 'majelis', 'lembaga', 'pp', 'muhamma']",muhammadiyah aji ramadan h pimpinam pusat muhammadiyah selenggara daring luring blended diikiti pimpin wilayah daerah muhammadiyahaisyiyah indonesia pcim dunia majelis lembaga pp muhamma
